shipment_id,order_id,carrier,shipping_method,shipping_cost,delay_days,delay_reason
SHP000445,ORD000445,Regional Carrier,Standard,11.35,0,No Delay
SHP000446,ORD000446,FedEx,Standard,17.9,0,No Delay
SHP000447,ORD000447,FedEx,Standard,14.68,0,No Delay
SHP000448,ORD000448,USPS,Standard,10.46,2,Weather
SHP000449,ORD000449,Regional Carrier,Standard,8.8,0,No Delay
SHP000450,ORD000450,UPS,Priority,32.15,0,No Delay
SHP000451,ORD000451,FedEx,Standard,9.33,0,No Delay
SHP000452,ORD000452,FedEx,Standard,11.03,0,No Delay
SHP000453,ORD000453,FedEx,Standard,8.55,0,No Delay
SHP000454,ORD000454,FedEx,Priority,53.83,6,Carrier Delay
SHP000455,ORD000455,FedEx,Standard,16.75,0,No Delay
SHP000456,ORD000456,FedEx,Standard,6.47,0,No Delay
SHP000457,ORD000457,UPS,Expedited,24.69,0,No Delay
SHP000458,ORD000458,USPS,Expedited,33.05,0,No Delay
SHP000459,ORD000459,USPS,Priority,50.81,0,No Delay
SHP000460,ORD000460,Regional Carrier,Standard,15.45,0,No Delay
SHP000461,ORD000461,Regional Carrier,Expedited,29.53,0,No Delay
SHP000462,ORD000462,UPS,Priority,30.71,0,No Delay
SHP000463,ORD000463,DHL,Standard,15.21,0,No Delay
SHP000464,ORD000464,USPS,Standard,12.09,0,No Delay
SHP000465,ORD000465,FedEx,Expedited,32.95,0,No Delay
SHP000466,ORD000466,FedEx,Expedited,16.46,0,No Delay
SHP000467,ORD000467,USPS,Standard,15.53,0,No Delay
SHP000468,ORD000468,USPS,Standard,15.1,0,No Delay
SHP000469,ORD000469,UPS,Standard,7.96,0,No Delay
SHP000470,ORD000470,FedEx,Standard,14.76,0,No Delay
SHP000471,ORD000471,Regional Carrier,Expedited,19.49,0,No Delay
SHP000472,ORD000472,USPS,Standard,11.51,0,No Delay
SHP000473,ORD000473,USPS,Standard,15.34,0,No Delay
SHP000474,ORD000474,FedEx,Standard,11.51,0,No Delay
SHP000475,ORD000475,UPS,Standard,9.54,0,No Delay
SHP000476,ORD000476,Regional Carrier,Standard,15.53,0,No Delay
SHP000477,ORD000477,USPS,Expedited,17.02,0,No Delay
SHP000478,ORD000478,Regional Carrier,Priority,34.61,0,No Delay
SHP000479,ORD000479,FedEx,Standard,7.65,0,No Delay
SHP000480,ORD000480,USPS,Standard,17.98,0,No Delay
SHP000481,ORD000481,FedEx,Expedited,15.95,0,No Delay
SHP000482,ORD000482,FedEx,Priority,51.2,0,No Delay
SHP000483,ORD000483,USPS,Standard,6.67,0,No Delay
SHP000484,ORD000484,DHL,Standard,17.5,0,No Delay
SHP000485,ORD000485,UPS,Standard,16.48,0,No Delay
SHP000486,ORD000486,Regional Carrier,Standard,17.34,0,No Delay
SHP000487,ORD000487,USPS,Standard,10.75,2,Inventory Shortage
SHP000488,ORD000488,UPS,Standard,8.01,0,No Delay
SHP000489,ORD000489,Regional Carrier,Expedited,32.92,0,No Delay
SHP000490,ORD000490,Regional Carrier,Standard,12.12,0,No Delay
SHP000491,ORD000491,FedEx,Expedited,31.25,0,No Delay
SHP000492,ORD000492,DHL,Priority,59.37,7,Labor Constraint
SHP000493,ORD000493,FedEx,Standard,14.58,0,No Delay
SHP000494,ORD000494,FedEx,Priority,38.8,0,No Delay
SHP000495,ORD000495,DHL,Priority,25.12,0,No Delay
SHP000496,ORD000496,Regional Carrier,Expedited,20.57,0,No Delay
SHP000497,ORD000497,USPS,Standard,16.59,0,No Delay
SHP000498,ORD000498,UPS,Standard,17.37,0,No Delay
SHP000499,ORD000499,DHL,Standard,17.29,0,No Delay
SHP000500,ORD000500,DHL,Standard,16.51,0,No Delay
SHP000501,ORD000501,DHL,Standard,8.95,0,No Delay
SHP000502,ORD000502,Regional Carrier,Priority,53.47,0,No Delay
SHP000503,ORD000503,FedEx,Standard,8.42,0,No Delay
SHP000504,ORD000504,Regional Carrier,Standard,17.21,0,No Delay
SHP000505,ORD000505,USPS,Standard,21.73,6,Supplier Delay
SHP000506,ORD000506,Regional Carrier,Standard,17.2,0,No Delay
SHP000507,ORD000507,FedEx,Standard,8.94,0,No Delay
SHP000508,ORD000508,DHL,Standard,18.84,2,Inventory Shortage
SHP000509,ORD000509,Regional Carrier,Expedited,32.49,8,System Issue
SHP000510,ORD000510,Regional Carrier,Priority,57.51,4,Labor Constraint
SHP000511,ORD000511,FedEx,Standard,15.34,0,No Delay
SHP000512,ORD000512,FedEx,Priority,25.83,0,No Delay
SHP000513,ORD000513,DHL,Standard,14.87,0,No Delay
SHP000514,ORD000514,FedEx,Standard,6.93,0,No Delay
SHP000515,ORD000515,Regional Carrier,Standard,8.4,0,No Delay
SHP000516,ORD000516,FedEx,Standard,8.33,0,No Delay
SHP000517,ORD000517,Regional Carrier,Standard,27.38,8,System Issue
SHP000518,ORD000518,FedEx,Standard,13.84,0,No Delay
SHP000519,ORD000519,UPS,Standard,10.77,0,No Delay
SHP000520,ORD000520,DHL,Expedited,46.44,7,Supplier Delay
SHP000521,ORD000521,UPS,Standard,25.8,7,Inventory Shortage
SHP000522,ORD000522,USPS,Expedited,28.14,0,No Delay
SHP000523,ORD000523,DHL,Expedited,28.76,0,No Delay
SHP000524,ORD000524,DHL,Expedited,34.62,8,Labor Constraint
SHP000525,ORD000525,FedEx,Standard,17.08,0,No Delay
SHP000526,ORD000526,Regional Carrier,Standard,18.18,5,Labor Constraint
SHP000527,ORD000527,FedEx,Standard,11.07,0,No Delay
SHP000528,ORD000528,Regional Carrier,Expedited,19.87,0,No Delay
SHP000529,ORD000529,FedEx,Standard,8.9,0,No Delay
SHP000530,ORD000530,FedEx,Standard,8.91,0,No Delay
SHP000531,ORD000531,DHL,Expedited,19.68,0,No Delay
SHP000532,ORD000532,DHL,Standard,7.3,0,No Delay
SHP000533,ORD000533,DHL,Priority,40.33,0,No Delay
SHP000534,ORD000534,DHL,Standard,17.38,0,No Delay
SHP000535,ORD000535,FedEx,Standard,8.4,0,No Delay
SHP000536,ORD000536,DHL,Standard,12.2,0,No Delay
SHP000537,ORD000537,Regional Carrier,Standard,14.9,0,No Delay
SHP000538,ORD000538,UPS,Standard,15.86,3,Inventory Shortage
SHP000539,ORD000539,DHL,Standard,15.59,0,No Delay
SHP000540,ORD000540,Regional Carrier,Standard,18.47,4,Weather
SHP000541,ORD000541,DHL,Standard,16.2,0,No Delay
SHP000542,ORD000542,USPS,Standard,24.01,7,Weather
SHP000543,ORD000543,USPS,Priority,44.83,0,No Delay
SHP000544,ORD000544,DHL,Standard,17.19,0,No Delay
SHP000545,ORD000545,USPS,Standard,7.37,0,No Delay
SHP000546,ORD000546,UPS,Expedited,34.86,0,No Delay
SHP000547,ORD000547,USPS,Standard,11.87,0,No Delay
SHP000548,ORD000548,USPS,Standard,12.25,0,No Delay
SHP000549,ORD000549,UPS,Standard,17.73,0,No Delay
SHP000550,ORD000550,UPS,Standard,8.59,0,No Delay
SHP000551,ORD000551,USPS,Standard,13.09,0,No Delay
SHP000552,ORD000552,DHL,Expedited,28.71,0,No Delay
SHP000553,ORD000553,DHL,Standard,11.69,0,No Delay
SHP000554,ORD000554,FedEx,Expedited,16.05,0,No Delay
SHP000555,ORD000555,USPS,Standard,13.86,0,No Delay
SHP000556,ORD000556,USPS,Standard,7.36,0,No Delay
SHP000557,ORD000557,USPS,Priority,54.65,0,No Delay
SHP000558,ORD000558,UPS,Standard,15.32,0,No Delay
SHP000559,ORD000559,FedEx,Priority,32.22,0,No Delay
SHP000560,ORD000560,DHL,Standard,11.84,0,No Delay
SHP000561,ORD000561,Regional Carrier,Standard,16.88,0,No Delay
SHP000562,ORD000562,UPS,Priority,40.05,0,No Delay
SHP000563,ORD000563,FedEx,Standard,17.3,0,No Delay
SHP000564,ORD000564,DHL,Priority,41.04,0,No Delay
SHP000565,ORD000565,UPS,Expedited,34.79,0,No Delay
SHP000566,ORD000566,FedEx,Standard,28.55,7,Inventory Shortage
SHP000567,ORD000567,DHL,Standard,14.14,0,No Delay
SHP000568,ORD000568,FedEx,Priority,38.61,0,No Delay
SHP000569,ORD000569,UPS,Standard,12.2,0,No Delay
SHP000570,ORD000570,UPS,Priority,34.69,0,No Delay
SHP000572,ORD000572,UPS,Standard,17.76,0,No Delay
SHP000573,ORD000573,FedEx,Standard,6.78,0,No Delay
SHP000574,ORD000574,USPS,Standard,17.13,0,No Delay
SHP000575,ORD000575,UPS,Standard,6.87,0,No Delay
SHP000576,ORD000576,Regional Carrier,Standard,15.98,0,No Delay
SHP000577,ORD000577,UPS,Standard,14.45,0,No Delay
SHP000578,ORD000578,USPS,Expedited,30.33,0,No Delay
SHP000579,ORD000579,DHL,Expedited,27.91,0,No Delay
SHP000580,ORD000580,UPS,Expedited,26.42,0,No Delay
SHP000581,ORD000581,Regional Carrier,Standard,6.1,0,No Delay
SHP000582,ORD000582,DHL,Standard,9.91,0,No Delay
SHP000583,ORD000583,FedEx,Standard,25.69,7,Labor Constraint
SHP000584,ORD000584,DHL,Expedited,29.43,0,No Delay
SHP000585,ORD000585,UPS,Expedited,18.99,0,No Delay
SHP000586,ORD000586,FedEx,Standard,12.64,0,No Delay
SHP000587,ORD000587,UPS,Standard,16.24,2,Weather
SHP000588,ORD000588,UPS,Standard,17.32,0,No Delay
SHP000589,ORD000589,USPS,Expedited,21.44,3,Supplier Delay
SHP000590,ORD000590,USPS,Standard,13.47,0,No Delay
SHP000591,ORD000591,UPS,Standard,11.98,0,No Delay
SHP000592,ORD000592,FedEx,Standard,10.97,0,No Delay
SHP000593,ORD000593,Regional Carrier,Standard,7.87,0,No Delay
SHP000594,ORD000594,FedEx,Priority,51.47,0,No Delay
SHP000595,ORD000595,Regional Carrier,Standard,10.81,0,No Delay
SHP000596,ORD000596,UPS,Expedited,32.62,0,No Delay
SHP000597,ORD000597,UPS,Expedited,35.79,6,Supplier Delay
SHP000598,ORD000598,UPS,Expedited,47.59,8,Supplier Delay
SHP000599,ORD000599,Regional Carrier,Standard,15.98,0,No Delay
SHP000600,ORD000600,FedEx,Expedited,26.62,0,No Delay
SHP000601,ORD000601,UPS,Standard,13.19,0,No Delay
SHP000602,ORD000602,Regional Carrier,Standard,14.43,0,No Delay
SHP000603,ORD000603,DHL,Standard,23.03,5,Supplier Delay
SHP000604,ORD000604,FedEx,Priority,48.25,0,No Delay
SHP000605,ORD000605,UPS,Expedited,17.13,0,No Delay
SHP000608,ORD000608,Regional Carrier,Standard,13.09,0,No Delay
SHP000609,ORD000609,UPS,Standard,13.89,0,No Delay
SHP000610,ORD000610,USPS,Expedited,20.68,0,No Delay
SHP000611,ORD000611,DHL,Standard,13.61,0,No Delay
SHP000612,ORD000612,DHL,Expedited,26.33,3,Carrier Delay
SHP000613,ORD000613,FedEx,Standard,10.02,0,No Delay
SHP000614,ORD000614,FedEx,Standard,15.29,0,No Delay
SHP000615,ORD000615,USPS,Priority,35.51,0,No Delay
SHP000616,ORD000616,Regional Carrier,Standard,11.56,0,No Delay
SHP000617,ORD000617,Regional Carrier,Standard,20.24,7,Inventory Shortage
SHP000618,ORD000618,USPS,Standard,7.98,0,No Delay
SHP000619,ORD000619,DHL,Expedited,22.21,0,No Delay
SHP000620,ORD000620,USPS,Standard,16.06,0,No Delay
SHP000621,ORD000621,USPS,Standard,14.13,0,No Delay
SHP000622,ORD000622,USPS,Standard,12.01,0,No Delay
SHP000623,ORD000623,USPS,Standard,6.86,0,No Delay
SHP000624,ORD000624,DHL,Expedited,38.56,5,Labor Constraint
SHP000625,ORD000625,UPS,Priority,53.33,7,Weather
SHP000626,ORD000626,FedEx,Expedited,32.25,0,No Delay
SHP000627,ORD000627,FedEx,Standard,14.95,5,Weather
SHP000628,ORD000628,Regional Carrier,Expedited,23.73,0,No Delay
SHP000629,ORD000629,FedEx,Standard,6.98,0,No Delay
SHP000630,ORD000630,FedEx,Standard,12.29,0,No Delay
SHP000631,ORD000631,FedEx,Expedited,34.03,8,Inventory Shortage
SHP000632,ORD000632,Regional Carrier,Standard,6.04,0,No Delay
SHP000633,ORD000633,Regional Carrier,Priority,54.24,0,No Delay
SHP000634,ORD000634,DHL,Standard,14.03,0,No Delay
SHP000635,ORD000635,Regional Carrier,Standard,13.18,0,No Delay
SHP000636,ORD000636,DHL,Standard,9.59,0,No Delay
SHP000637,ORD000637,Regional Carrier,Standard,16.19,4,Inventory Shortage
SHP000638,ORD000638,FedEx,Expedited,17.25,0,No Delay
SHP000639,ORD000639,FedEx,Standard,16.39,0,No Delay
SHP000640,ORD000640,DHL,Standard,17.98,0,No Delay
SHP000641,ORD000641,UPS,Standard,13.39,0,No Delay
SHP000642,ORD000642,UPS,Standard,16.68,0,No Delay
SHP000643,ORD000643,UPS,Standard,25.71,6,Supplier Delay
SHP000644,ORD000644,USPS,Standard,9.23,0,No Delay
SHP000645,ORD000645,FedEx,Expedited,21.94,1,Weather
SHP000646,ORD000646,UPS,Standard,8.67,0,No Delay
SHP000647,ORD000647,DHL,Standard,15.88,0,No Delay
SHP000648,ORD000648,Regional Carrier,Standard,10.21,0,No Delay
SHP000649,ORD000649,DHL,Standard,11.17,0,No Delay
SHP000650,ORD000650,USPS,Standard,9.56,0,No Delay
SHP000651,ORD000651,Regional Carrier,Standard,15.11,0,No Delay
SHP000652,ORD000652,Regional Carrier,Expedited,17.13,0,No Delay
SHP000653,ORD000653,FedEx,Expedited,26.0,0,No Delay
SHP000654,ORD000654,FedEx,Standard,9.7,0,No Delay
SHP000655,ORD000655,DHL,Standard,14.84,0,No Delay
SHP000656,ORD000656,UPS,Priority,41.64,7,Weather
SHP000657,ORD000657,DHL,Standard,10.75,0,No Delay
SHP000658,ORD000658,DHL,Expedited,29.37,0,No Delay
SHP000659,ORD000659,USPS,Standard,11.72,0,No Delay
SHP000660,ORD000660,FedEx,Standard,7.74,0,No Delay
SHP000661,ORD000661,UPS,Standard,11.47,0,No Delay
SHP000662,ORD000662,USPS,Expedited,16.52,0,No Delay
SHP000663,ORD000663,USPS,Priority,44.44,0,No Delay
SHP000664,ORD000664,USPS,Standard,14.06,0,No Delay
SHP000665,ORD000665,UPS,Priority,46.28,0,No Delay
SHP000666,ORD000666,Regional Carrier,Expedited,32.6,0,No Delay
SHP000667,ORD000667,FedEx,Expedited,17.76,0,No Delay
SHP000668,ORD000668,UPS,Standard,22.14,7,Weather
SHP000669,ORD000669,FedEx,Standard,12.69,0,No Delay
SHP000670,ORD000670,FedEx,Standard,8.14,0,No Delay
SHP000671,ORD000671,Regional Carrier,Standard,11.99,0,No Delay
SHP000672,ORD000672,FedEx,Standard,12.44,0,No Delay
SHP000673,ORD000673,FedEx,Standard,8.66,0,No Delay
SHP000674,ORD000674,DHL,Standard,16.45,5,Labor Constraint
SHP000675,ORD000675,USPS,Expedited,34.28,0,No Delay
SHP000676,ORD000676,Regional Carrier,Standard,19.65,1,Weather
SHP000677,ORD000677,FedEx,Standard,7.06,0,No Delay
SHP000678,ORD000678,USPS,Standard,14.93,0,No Delay
SHP000679,ORD000679,Regional Carrier,Standard,11.48,0,No Delay
SHP000680,ORD000680,USPS,Expedited,18.51,0,No Delay
SHP000681,ORD000681,Regional Carrier,Standard,14.62,0,No Delay
SHP000682,ORD000682,DHL,Priority,43.72,0,No Delay
SHP000683,ORD000683,UPS,Expedited,32.46,0,No Delay
SHP000684,ORD000684,DHL,Expedited,22.13,0,No Delay
SHP000685,ORD000685,DHL,Standard,16.05,0,No Delay
SHP000686,ORD000686,UPS,Standard,12.88,0,No Delay
SHP000687,ORD000687,Regional Carrier,Priority,46.11,0,No Delay
SHP000689,ORD000689,USPS,Standard,10.03,0,No Delay
SHP000690,ORD000690,FedEx,Standard,21.1,3,Inventory Shortage
SHP000691,ORD000691,USPS,Standard,15.37,0,No Delay
SHP000693,ORD000693,Regional Carrier,Standard,10.23,0,No Delay
SHP000694,ORD000694,DHL,Standard,17.71,0,No Delay
SHP000695,ORD000695,USPS,Standard,12.14,0,No Delay
SHP000696,ORD000696,Regional Carrier,Expedited,26.6,3,Supplier Delay
SHP000697,ORD000697,FedEx,Standard,7.93,0,No Delay
SHP000699,ORD000699,DHL,Expedited,22.73,0,No Delay
SHP000700,ORD000700,DHL,Expedited,24.18,2,Inventory Shortage
SHP000701,ORD000701,USPS,Expedited,26.21,0,No Delay
SHP000702,ORD000702,UPS,Standard,7.46,0,No Delay
SHP000703,ORD000703,DHL,Expedited,42.46,5,Labor Constraint
SHP000704,ORD000704,Regional Carrier,Standard,8.68,0,No Delay
SHP000705,ORD000705,Regional Carrier,Expedited,22.05,0,No Delay
SHP000706,ORD000706,USPS,Standard,10.8,0,No Delay
SHP000707,ORD000707,FedEx,Standard,19.69,5,Labor Constraint
SHP000708,ORD000708,Regional Carrier,Standard,17.29,0,No Delay
SHP000709,ORD000709,USPS,Priority,49.52,0,No Delay
SHP000710,ORD000710,DHL,Standard,7.01,0,No Delay
SHP000711,ORD000711,DHL,Expedited,28.4,0,No Delay
SHP000712,ORD000712,UPS,Standard,12.13,0,No Delay
SHP000713,ORD000713,USPS,Standard,13.79,0,No Delay
SHP000714,ORD000714,DHL,Expedited,19.47,0,No Delay
SHP000715,ORD000715,UPS,Standard,22.24,8,Weather
SHP000716,ORD000716,DHL,Standard,21.36,5,System Issue
SHP000717,ORD000717,UPS,Standard,14.09,0,No Delay
SHP000718,ORD000718,USPS,Standard,24.26,4,Weather
SHP000719,ORD000719,FedEx,Standard,17.5,0,No Delay
SHP000720,ORD000720,Regional Carrier,Standard,20.7,5,Inventory Shortage
SHP000721,ORD000721,Regional Carrier,Standard,6.65,0,No Delay
SHP000722,ORD000722,Regional Carrier,Standard,24.69,8,Labor Constraint
SHP000723,ORD000723,UPS,Standard,18.65,4,Carrier Delay
SHP000724,ORD000724,FedEx,Expedited,27.46,0,No Delay
SHP000725,ORD000725,DHL,Priority,31.03,0,No Delay
SHP000726,ORD000726,UPS,Expedited,23.29,0,No Delay
SHP000727,ORD000727,Regional Carrier,Standard,7.34,0,No Delay
SHP000728,ORD000728,Regional Carrier,Standard,10.29,0,No Delay
SHP000729,ORD000729,FedEx,Expedited,20.02,0,No Delay
SHP000730,ORD000730,Regional Carrier,Standard,8.1,0,No Delay
SHP000731,ORD000731,UPS,Priority,50.39,0,No Delay
SHP000732,ORD000732,USPS,Standard,12.59,0,No Delay
SHP000733,ORD000733,FedEx,Standard,11.6,0,No Delay
SHP000734,ORD000734,USPS,Expedited,22.99,0,No Delay
SHP000735,ORD000735,DHL,Priority,42.01,0,No Delay
SHP000736,ORD000736,Regional Carrier,Standard,29.35,8,System Issue
SHP000737,ORD000737,UPS,Priority,48.26,0,No Delay
SHP000738,ORD000738,USPS,Standard,15.81,0,No Delay
SHP000739,ORD000739,FedEx,Standard,17.81,0,No Delay
SHP000740,ORD000740,FedEx,Priority,43.96,0,No Delay
SHP000741,ORD000741,DHL,Standard,7.1,0,No Delay
SHP000742,ORD000742,Regional Carrier,Standard,25.59,6,Weather
SHP000743,ORD000743,UPS,Standard,15.49,0,No Delay
SHP000744,ORD000744,DHL,Priority,32.68,0,No Delay
SHP000745,ORD000745,DHL,Standard,10.18,0,No Delay
SHP000746,ORD000746,UPS,Standard,11.2,0,No Delay
SHP000747,ORD000747,UPS,Priority,49.59,2,Supplier Delay
SHP000748,ORD000748,USPS,Priority,35.44,0,No Delay
SHP000749,ORD000749,USPS,Standard,7.82,0,No Delay
SHP000750,ORD000750,Regional Carrier,Priority,53.71,3,Labor Constraint
SHP000751,ORD000751,UPS,Standard,18.04,4,Labor Constraint
SHP000752,ORD000752,UPS,Expedited,24.55,0,No Delay
SHP000753,ORD000753,UPS,Expedited,16.36,0,No Delay
SHP000754,ORD000754,USPS,Expedited,32.98,3,Carrier Delay
SHP000755,ORD000755,FedEx,Standard,14.92,0,No Delay
SHP000756,ORD000756,USPS,Priority,32.61,0,No Delay
SHP000757,ORD000757,Regional Carrier,Expedited,25.45,2,Supplier Delay
SHP000758,ORD000758,Regional Carrier,Standard,9.82,0,No Delay
SHP000759,ORD000759,USPS,Standard,15.24,0,No Delay
SHP000760,ORD000760,FedEx,Standard,12.26,0,No Delay
SHP000761,ORD000761,DHL,Standard,11.53,0,No Delay
SHP000763,ORD000763,FedEx,Standard,13.99,0,No Delay
SHP000764,ORD000764,Regional Carrier,Standard,10.69,0,No Delay
SHP000765,ORD000765,DHL,Expedited,24.72,0,No Delay
SHP000766,ORD000766,DHL,Standard,10.64,0,No Delay
SHP000768,ORD000768,USPS,Standard,14.91,0,No Delay
SHP000769,ORD000769,USPS,Standard,17.62,0,No Delay
SHP000770,ORD000770,DHL,Standard,20.98,7,Labor Constraint
SHP000771,ORD000771,DHL,Expedited,29.1,0,No Delay
SHP000772,ORD000772,UPS,Standard,7.71,0,No Delay
SHP000773,ORD000773,USPS,Expedited,23.88,0,No Delay
SHP000774,ORD000774,FedEx,Expedited,30.71,0,No Delay
SHP000775,ORD000775,USPS,Expedited,24.3,0,No Delay
SHP000776,ORD000776,UPS,Standard,18.58,3,Labor Constraint
SHP000777,ORD000777,UPS,Standard,6.84,0,No Delay
SHP000778,ORD000778,FedEx,Standard,15.55,0,No Delay
SHP000779,ORD000779,Regional Carrier,Standard,10.59,0,No Delay
SHP000780,ORD000780,FedEx,Standard,20.03,4,Labor Constraint
SHP000781,ORD000781,Regional Carrier,Standard,13.12,0,No Delay
SHP000782,ORD000782,UPS,Standard,7.33,0,No Delay
SHP000783,ORD000783,UPS,Standard,16.5,0,No Delay
SHP000784,ORD000784,FedEx,Standard,8.72,0,No Delay
SHP000785,ORD000785,USPS,Standard,10.54,0,No Delay
SHP000786,ORD000786,DHL,Priority,36.18,0,No Delay
SHP000787,ORD000787,USPS,Standard,9.39,0,No Delay
SHP000788,ORD000788,USPS,Expedited,27.16,0,No Delay
SHP000789,ORD000789,FedEx,Expedited,23.76,0,No Delay
SHP000790,ORD000790,UPS,Standard,13.34,0,No Delay
SHP000791,ORD000791,UPS,Standard,29.82,7,Weather
SHP000793,ORD000793,USPS,Standard,15.03,0,No Delay
SHP000794,ORD000794,USPS,Expedited,24.71,0,No Delay
SHP000795,ORD000795,FedEx,Standard,7.56,0,No Delay
SHP000796,ORD000796,DHL,Standard,8.9,0,No Delay
SHP000797,ORD000797,Regional Carrier,Standard,16.88,0,No Delay
SHP000798,ORD000798,Regional Carrier,Standard,14.4,0,No Delay
SHP000799,ORD000799,Regional Carrier,Standard,13.37,0,No Delay
SHP000800,ORD000800,FedEx,Priority,38.74,0,No Delay
SHP000801,ORD000801,UPS,Expedited,33.86,0,No Delay
SHP000802,ORD000802,Regional Carrier,Standard,11.92,0,No Delay
SHP000803,ORD000803,FedEx,Standard,15.67,0,No Delay
SHP000804,ORD000804,Regional Carrier,Standard,23.67,8,Weather
SHP000805,ORD000805,Regional Carrier,Expedited,20.08,0,No Delay
SHP000806,ORD000806,Regional Carrier,Priority,44.65,8,System Issue
SHP000807,ORD000807,Regional Carrier,Standard,15.38,0,No Delay
SHP000808,ORD000808,FedEx,Expedited,23.61,0,No Delay
SHP000809,ORD000809,Regional Carrier,Standard,10.65,0,No Delay
SHP000810,ORD000810,Regional Carrier,Standard,12.55,0,No Delay
SHP000811,ORD000811,UPS,Expedited,34.41,0,No Delay
SHP000812,ORD000812,Regional Carrier,Expedited,27.22,0,No Delay
SHP000813,ORD000813,FedEx,Standard,13.13,0,No Delay
SHP000814,ORD000814,USPS,Standard,7.07,0,No Delay
SHP000815,ORD000815,USPS,Standard,17.36,0,No Delay
SHP000816,ORD000816,USPS,Expedited,21.34,0,No Delay
SHP000817,ORD000817,USPS,Expedited,29.3,0,No Delay
SHP000818,ORD000818,USPS,Standard,21.98,8,Carrier Delay
SHP000819,ORD000819,FedEx,Expedited,33.75,0,No Delay
SHP000820,ORD000820,USPS,Expedited,25.99,0,No Delay
SHP000821,ORD000821,UPS,Standard,14.11,0,No Delay
SHP000822,ORD000822,Regional Carrier,Standard,17.29,6,Inventory Shortage
SHP000823,ORD000823,Regional Carrier,Expedited,27.63,0,No Delay
SHP000824,ORD000824,USPS,Expedited,23.71,0,No Delay
SHP000825,ORD000825,FedEx,Standard,8.74,0,No Delay
SHP000826,ORD000826,USPS,Standard,8.84,0,No Delay
SHP000827,ORD000827,FedEx,Expedited,22.82,0,No Delay
SHP000828,ORD000828,FedEx,Standard,11.55,0,No Delay
SHP000829,ORD000829,UPS,Standard,16.54,0,No Delay
SHP000830,ORD000830,FedEx,Priority,41.36,6,Inventory Shortage
SHP000831,ORD000831,DHL,Standard,11.4,0,No Delay
SHP000832,ORD000832,DHL,Standard,15.79,0,No Delay
SHP000833,ORD000833,FedEx,Standard,16.85,0,No Delay
SHP000834,ORD000834,DHL,Standard,17.96,0,No Delay
SHP000835,ORD000835,FedEx,Priority,53.51,0,No Delay
SHP000836,ORD000836,DHL,Expedited,27.79,0,No Delay
SHP000837,ORD000837,Regional Carrier,Standard,13.23,0,No Delay
SHP000838,ORD000838,UPS,Expedited,34.4,6,System Issue
SHP000839,ORD000839,Regional Carrier,Standard,21.65,3,Carrier Delay
SHP000840,ORD000840,UPS,Standard,19.84,6,System Issue
SHP000841,ORD000841,FedEx,Expedited,15.91,0,No Delay
SHP000842,ORD000842,DHL,Standard,7.56,0,No Delay
